DT,outcome_rv,outcome_rv_log,lag_rv_day,lag_rv_day_2,lag_rv_day_3,lag_rv_day_4,lag_rv_day_5,lag_rv_day_6,lag_rv_day_7,lag_rv_day_8,lag_rv_day_9,lag_rv_day_10,lag_rv_day_11,lag_rv_day_12,lag_rv_day_13,lag_rv_day_14,lag_rv_day_15,lag_rv_day_16,lag_rv_day_17,lag_rv_day_18,lag_rv_day_19,lag_rv_day_20,lag_rv_day_21,lag_rv_day_log,lag_rv_day_log_2,lag_rv_day_log_3,lag_rv_day_log_4,lag_rv_day_log_5,lag_rv_day_log_6,lag_rv_day_log_7,lag_rv_day_log_8,lag_rv_day_log_9,lag_rv_day_log_10,lag_rv_day_log_11,lag_rv_day_log_12,lag_rv_day_log_13,lag_rv_day_log_14,lag_rv_day_log_15,lag_rv_day_log_16,lag_rv_day_log_17,lag_rv_day_log_18,lag_rv_day_log_19,lag_rv_day_log_20,lag_rv_day_log_21,lag_rv_week,lag_rv_week_log,lag_rv_month,lag_rv_month_log,lag_rv_3month,lag_rv_3month_log,vix,return_sign_day,return_sign_week,return_sign_month,liquidity_day,liquidity_week,liquidity_month,liquidity_day_log,liquidity_week_log,liquidity_month_log,vix_log,mktMinusRiskfree,smb,hml,rf
20190104,1.9343695297145593e-4,-8.550558923023672,2.6422878447441146e-4,4.621890485235856e-4,3.0403807527652163e-4,2.860707604696904e-4,4.0177266905466557e-4,7.52607070459061e-4,4.8511884137905615e-4,5.123764320823139e-4,5.619146221766813e-4,5.605419359106033e-4,7.817387021923195e-4,3.4069062925176364e-4,3.265397646547038e-4,3.7875409516693274e-4,2.825206180681172e-4,3.7369691610881513e-4,3.3974993271770085e-4,5.527430490080624e-4,5.762373262671604e-4,6.107208583150743e-4,4.155184061709635e-4,-8.238695222248126,-7.679536554641865,-8.098357616780744,-8.159271363516588,-7.819624129164623,-7.191967285138649,-7.6311166632714125,-7.57645098415502,-7.484160637446353,-7.486606499498651,-7.15399001367534,-7.98453573807313,-8.026958825990764,-7.878623388877213,-8.171759025729084,-7.892065473824748,-7.98730070296777,-7.500617313596494,-7.458990957357904,-7.4008705635533,-7.785983645802852,3.4365986755977495e-4,-7.999096977270389,4.410868774468757e-4,-7.796549477809096,3.1490692078948264e-4,-8.23685703574585,21.38,1,1,0,35257.99999999998,29537.039903630954,38355.84105913127,10.470447732845688,10.293400344687631,10.55466210443172,3.062455905596899,-2.3,0.52,1.87,0.01
20190107,2.604844296976545e-4,-8.25296746939154,1.93436952971456e-4,2.6422878447441146e-4,4.621890485235856e-4,3.0403807527652163e-4,2.860707604696904e-4,4.0177266905466557e-4,7.52607070459061e-4,4.8511884137905615e-4,5.123764320823139e-4,5.619146221766813e-4,5.605419359106033e-4,7.817387021923195e-4,3.4069062925176364e-4,3.265397646547038e-4,3.7875409516693274e-4,2.825206180681172e-4,3.7369691610881513e-4,3.3974993271770085e-4,5.527430490080624e-4,5.762373262671604e-4,6.107208583150743e-4,-8.550558923023672,-8.238695222248126,-7.679536554641865,-8.098357616780744,-8.159271363516588,-7.819624129164623,-7.191967285138649,-7.6311166632714125,-7.57645098415502,-7.484160637446353,-7.486606499498651,-7.15399001367534,-7.98453573807313,-8.026958825990764,-7.878623388877213,-8.171759025729084,-7.892065473824748,-7.98730070296777,-7.500617313596494,-7.458990957357904,-7.4008705635533,3.01992724343133e-4,-8.1452839360422,4.4378206775907546e-4,-7.77991097856065,3.1683854446404737e-4,-8.220553127667262,21.4,1,1,0,26221.000000000004,28168.55810211315,38264.820745133606,10.174315895415749,10.245961673976904,10.552286234668397,3.0633909220278057,3.47,0.28,-1.15,0.01
20190108,1.6531962030251056e-4,-8.707629865065996,2.6048442969765426e-4,1.93436952971456e-4,2.6422878447441146e-4,4.621890485235856e-4,3.0403807527652163e-4,2.860707604696904e-4,4.0177266905466557e-4,7.52607070459061e-4,4.8511884137905615e-4,5.123764320823139e-4,5.619146221766813e-4,5.605419359106033e-4,7.817387021923195e-4,3.4069062925176364e-4,3.265397646547038e-4,3.7875409516693274e-4,2.825206180681172e-4,3.7369691610881513e-4,3.3974993271770085e-4,5.527430490080624e-4,5.762373262671604e-4,-8.25296746939154,-8.550558923023672,-8.238695222248126,-7.679536554641865,-8.098357616780744,-8.159271363516588,-7.819624129164623,-7.191967285138649,-7.6311166632714125,-7.57645098415502,-7.484160637446353,-7.486606499498651,-7.15399001367534,-7.98453573807313,-8.026958825990764,-7.878623388877213,-8.171759025729084,-7.892065473824748,-7.98730070296777,-7.500617313596494,-7.458990957357904,2.968754581887258e-4,-8.164023157217189,4.367350688284705e-4,-7.8011375159964995,3.1928887028229836e-4,-8.205858873117828,20.47,0,1,1,28946.999999999996,28517.673147050657,37239.895882981364,10.273221850688493,10.258279284490552,10.525135935548786,3.018960399673198,0.9,0.96,-1.01,0.01
20190109,1.421707951899407e-4,-8.858481440099274,1.6531962030251064e-4,2.6048442969765426e-4,1.93436952971456e-4,2.6422878447441146e-4,4.621890485235856e-4,3.0403807527652163e-4,2.860707604696904e-4,4.0177266905466557e-4,7.52607070459061e-4,4.8511884137905615e-4,5.123764320823139e-4,5.619146221766813e-4,5.605419359106033e-4,7.817387021923195e-4,3.4069062925176364e-4,3.265397646547038e-4,3.7875409516693274e-4,2.825206180681172e-4,3.7369691610881513e-4,3.3974993271770085e-4,5.527430490080624e-4,-8.707629865065996,-8.25296746939154,-8.550558923023672,-8.238695222248126,-7.679536554641865,-8.098357616780744,-8.159271363516588,-7.819624129164623,-7.191967285138649,-7.6311166632714125,-7.57645098415502,-7.484160637446353,-7.486606499498651,-7.15399001367534,-7.98453573807313,-8.026958825990764,-7.878623388877213,-8.171759025729084,-7.892065473824748,-7.98730070296777,-7.500617313596494,2.691317671939236e-4,-8.28587760687424,4.1648955800971756e-4,-7.8605356660652586,3.199344411018231e-4,-8.201343100621399,19.98,1,1,1,29751.999999999996,28458.235410536865,36047.51065424308,10.300651635604906,10.256192867280884,10.492593087741978,2.9947317732204075,0.99,0.34,-0.54,0.01
20190110,1.1734687538851462e-4,-9.050376262451092,1.421707951899407e-4,1.6531962030251064e-4,2.6048442969765426e-4,1.93436952971456e-4,2.6422878447441146e-4,4.621890485235856e-4,3.0403807527652163e-4,2.860707604696904e-4,4.0177266905466557e-4,7.52607070459061e-4,4.8511884137905615e-4,5.123764320823139e-4,5.619146221766813e-4,5.605419359106033e-4,7.817387021923195e-4,3.4069062925176364e-4,3.265397646547038e-4,3.7875409516693274e-4,2.825206180681172e-4,3.7369691610881513e-4,3.3974993271770085e-4,-8.858481440099274,-8.707629865065996,-8.25296746939154,-8.550558923023672,-8.238695222248126,-7.679536554641865,-8.098357616780744,-8.159271363516588,-7.819624129164623,-7.191967285138649,-7.6311166632714125,-7.57645098415502,-7.484160637446353,-7.486606499498651,-7.15399001367534,-7.98453573807313,-8.026958825990764,-7.878623388877213,-8.171759025729084,-7.892065473824748,-7.98730070296777,2.051281165271946e-4,-8.521666583965722,3.967592611425712e-4,-7.9241488698262295,3.1891091311308676e-4,-8.20723342725518,19.5,1,1,1,26699.999999999993,29208.387547551396,35169.10163816309,10.19241884438834,10.282211191788647,10.467923181728741,2.970414465569701,0.61,0.47,0.09,0.01
20190111,2.710980383222017e-4,-8.213030037479188,1.1734687538851452e-4,1.421707951899407e-4,1.6531962030251064e-4,2.6048442969765426e-4,1.93436952971456e-4,2.6422878447441146e-4,4.621890485235856e-4,3.0403807527652163e-4,2.860707604696904e-4,4.0177266905466557e-4,7.52607070459061e-4,4.8511884137905615e-4,5.123764320823139e-4,5.619146221766813e-4,5.605419359106033e-4,7.817387021923195e-4,3.4069062925176364e-4,3.265397646547038e-4,3.7875409516693274e-4,2.825206180681172e-4,3.7369691610881513e-4,-9.050376262451092,-8.858481440099274,-8.707629865065996,-8.25296746939154,-8.550558923023672,-8.238695222248126,-7.679536554641865,-8.098357616780744,-8.159271363516588,-7.819624129164623,-7.191967285138649,-7.6311166632714125,-7.57645098415502,-7.484160637446353,-7.486606499498651,-7.15399001367534,-7.98453573807313,-8.026958825990764,-7.878623388877213,-8.171759025729084,-7.892065473824748,1.7575173471001522e-4,-8.684002792006314,3.769685259780463e-4,-7.99459245841053,3.1888843948168035e-4,-8.207423741518529,18.19,1,1,1,32716.999999999978,28774.6958937028,34489.20453853775,10.395650099471604,10.26725166511383,10.448401642125857,2.900871992530031,0.41,0.07,-0.43,0.01
20190114,2.528290329008405e-4,-8.282797056950189,2.710980383222019e-4,1.1734687538851452e-4,1.421707951899407e-4,1.6531962030251064e-4,2.6048442969765426e-4,1.93436952971456e-4,2.6422878447441146e-4,4.621890485235856e-4,3.0403807527652163e-4,2.860707604696904e-4,4.0177266905466557e-4,7.52607070459061e-4,4.8511884137905615e-4,5.123764320823139e-4,5.619146221766813e-4,5.605419359106033e-4,7.817387021923195e-4,3.4069062925176364e-4,3.265397646547038e-4,3.7875409516693274e-4,2.825206180681172e-4,-8.213030037479188,-9.050376262451092,-8.858481440099274,-8.707629865065996,-8.25296746939154,-8.550558923023672,-8.238695222248126,-7.679536554641865,-8.098357616780744,-8.159271363516588,-7.819624129164623,-7.191967285138649,-7.6311166632714125,-7.57645098415502,-7.484160637446353,-7.486606499498651,-7.15399001367534,-7.98453573807313,-8.026958825990764,-7.878623388877213,-8.171759025729084,1.912839517801644e-4,-8.616497014897417,3.7384798532370545e-4,-8.004852882706503,3.208204305746311e-4,-8.1977943172669,19.07,1,1,1,31771.00000000001,29901.093380844493,34352.13343633985,10.366309203003638,10.305650326631408,10.444419404494456,2.9481164196123277,-0.01,0.17,0.12,0.01
20190115,3.2992259332988595e-4,-8.01665249668559,2.5282903290084057e-4,2.710980383222019e-4,1.1734687538851452e-4,1.421707951899407e-4,1.6531962030251064e-4,2.6048442969765426e-4,1.93436952971456e-4,2.6422878447441146e-4,4.621890485235856e-4,3.0403807527652163e-4,2.860707604696904e-4,4.0177266905466557e-4,7.52607070459061e-4,4.8511884137905615e-4,5.123764320823139e-4,5.619146221766813e-4,5.605419359106033e-4,7.817387021923195e-4,3.4069062925176364e-4,3.265397646547038e-4,3.7875409516693274e-4,-8.282797056950189,-8.213030037479188,-9.050376262451092,-8.858481440099274,-8.707629865065996,-8.25296746939154,-8.550558923023672,-8.238695222248126,-7.679536554641865,-8.098357616780744,-8.159271363516588,-7.819624129164623,-7.191967285138649,-7.6311166632714125,-7.57645098415502,-7.484160637446353,-7.486606499498651,-7.15399001367534,-7.98453573807313,-8.026958825990764,-7.878623388877213,1.8975287242080168e-4,-8.622462932409148,3.683539906324339e-4,-8.022613409212205,3.23186200230197e-4,-8.183230351140418,18.6,1,1,1,35581.00000000002,31160.899596248597,34207.81297766935,10.479567066502216,10.346919369794154,10.440209346599506,2.9231615807191558,-0.54,-0.45,0.76,0.01
20190116,2.1188831719861864e-4,-8.459451227770014,3.29922593329886e-4,2.5282903290084057e-4,2.710980383222019e-4,1.1734687538851452e-4,1.421707951899407e-4,1.6531962030251064e-4,2.6048442969765426e-4,1.93436952971456e-4,2.6422878447441146e-4,4.621890485235856e-4,3.0403807527652163e-4,2.860707604696904e-4,4.0177266905466557e-4,7.52607070459061e-4,4.8511884137905615e-4,5.123764320823139e-4,5.619146221766813e-4,5.605419359106033e-4,7.817387021923195e-4,3.4069062925176364e-4,3.265397646547038e-4,-8.01665249668559,-8.282797056950189,-8.213030037479188,-9.050376262451092,-8.858481440099274,-8.707629865065996,-8.25296746939154,-8.550558923023672,-8.238695222248126,-7.679536554641865,-8.098357616780744,-8.159271363516588,-7.819624129164623,-7.191967285138649,-7.6311166632714125,-7.57645098415502,-7.484160637446353,-7.486606499498651,-7.15399001367534,-7.98453573807313,-8.026958825990764,2.2267346702627673e-4,-8.484267458733067,3.705086258716052e-4,-8.015563112437501,3.251925986893912e-4,-8.175455836244192,19.04,1,1,1,86062.00000000004,38536.21362520415,35731.817096287225,11.362823245722835,10.559353691817739,10.483796806043578,2.9465420293632194,1.01,-0.14,-1,0.01
20190117,2.0664510328429478e-4,-8.484507712983893,2.1188831719861847e-4,3.29922593329886e-4,2.5282903290084057e-4,2.710980383222019e-4,1.1734687538851452e-4,1.421707951899407e-4,1.6531962030251064e-4,2.6048442969765426e-4,1.93436952971456e-4,2.6422878447441146e-4,4.621890485235856e-4,3.0403807527652163e-4,2.860707604696904e-4,4.0177266905466557e-4,7.52607070459061e-4,4.8511884137905615e-4,5.123764320823139e-4,5.619146221766813e-4,5.605419359106033e-4,7.817387021923195e-4,3.4069062925176364e-4,-8.459451227770014,-8.01665249668559,-8.282797056950189,-8.213030037479188,-9.050376262451092,-8.858481440099274,-8.707629865065996,-8.25296746939154,-8.550558923023672,-8.238695222248126,-7.679536554641865,-8.098357616780744,-8.159271363516588,-7.819624129164623,-7.191967285138649,-7.6311166632714125,-7.57645098415502,-7.484160637446353,-7.486606499498651,-7.15399001367534,-7.98453573807313,2.366169714280123e-4,-8.404461416267214,3.6292381778213636e-4,-8.041964377841719,3.212096269955934e-4,-8.18767946433477,18.06,1,1,1,49731.00000000004,43640.75214239037,35992.244679837924,10.814383760092976,10.683746674958666,10.49105876867077,2.8936995479888394,0.3,0.18,0.79,0.01
20190118,2.1661254704694732e-4,-8.437400297803878,2.0664510328429495e-4,2.1188831719861847e-4,3.29922593329886e-4,2.5282903290084057e-4,2.710980383222019e-4,1.1734687538851452e-4,1.421707951899407e-4,1.6531962030251064e-4,2.6048442969765426e-4,1.93436952971456e-4,2.6422878447441146e-4,4.621890485235856e-4,3.0403807527652163e-4,2.860707604696904e-4,4.0177266905466557e-4,7.52607070459061e-4,4.8511884137905615e-4,5.123764320823139e-4,5.619146221766813e-4,5.605419359106033e-4,7.817387021923195e-4,-8.484507712983893,-8.459451227770014,-8.01665249668559,-8.282797056950189,-8.213030037479188,-9.050376262451092,-8.858481440099274,-8.707629865065996,-8.25296746939154,-8.550558923023672,-8.238695222248126,-7.679536554641865,-8.098357616780744,-8.159271363516588,-7.819624129164623,-7.191967285138649,-7.6311166632714125,-7.57645098415502,-7.484160637446353,-7.486606499498651,-7.15399001367534,2.544766170071684e-4,-8.291287706373774,3.574740604471178e-4,-8.062762054523224,3.1340268315412377e-4,-8.206632320176347,17.8,1,1,1,41034.99999999999,45663.41837222826,35704.51689190337,10.622180640063812,10.729052783077108,10.483032483347024,2.8791984572980396,0.77,-0.04,-0.31,0.01
20190122,1.8088582933736271e-4,-8.617644502863689,2.166125470469475e-4,2.0664510328429495e-4,2.1188831719861847e-4,3.29922593329886e-4,2.5282903290084057e-4,2.710980383222019e-4,1.1734687538851452e-4,1.421707951899407e-4,1.6531962030251064e-4,2.6048442969765426e-4,1.93436952971456e-4,2.6422878447441146e-4,4.621890485235856e-4,3.0403807527652163e-4,2.860707604696904e-4,4.0177266905466557e-4,7.52607070459061e-4,4.8511884137905615e-4,5.123764320823139e-4,5.619146221766813e-4,5.605419359106033e-4,-8.437400297803878,-8.484507712983893,-8.459451227770014,-8.01665249668559,-8.282797056950189,-8.213030037479188,-9.050376262451092,-8.858481440099274,-8.707629865065996,-8.25296746939154,-8.550558923023672,-8.238695222248126,-7.679536554641865,-8.098357616780744,-8.159271363516588,-7.819624129164623,-7.191967285138649,-7.6311166632714125,-7.57645098415502,-7.484160637446353,-7.486606499498651,2.435795187521175e-4,-8.336161758438713,3.5183414761962614e-4,-8.083346807238259,3.074593893169221e-4,-8.222291326570584,20.8,1,1,1,34159.000000000015,46330.103721846215,35527.83561462166,10.43878137346933,10.743547217170248,10.478071770036602,3.0349529867072724,-0.01,0,-0.02,0.01
20190123,1.2525662497568603e-4,-8.985145925380685,1.8088582933736285e-4,2.166125470469475e-4,2.0664510328429495e-4,2.1188831719861847e-4,3.29922593329886e-4,2.5282903290084057e-4,2.710980383222019e-4,1.1734687538851452e-4,1.421707951899407e-4,1.6531962030251064e-4,2.6048442969765426e-4,1.93436952971456e-4,2.6422878447441146e-4,4.621890485235856e-4,3.0403807527652163e-4,2.860707604696904e-4,4.0177266905466557e-4,7.52607070459061e-4,4.8511884137905615e-4,5.123764320823139e-4,5.619146221766813e-4,-8.617644502863689,-8.437400297803878,-8.484507712983893,-8.459451227770014,-8.01665249668559,-8.282797056950189,-8.213030037479188,-9.050376262451092,-8.858481440099274,-8.707629865065996,-8.25296746939154,-8.550558923023672,-8.238695222248126,-7.679536554641865,-8.098357616780744,-8.159271363516588,-7.819624129164623,-7.191967285138649,-7.6311166632714125,-7.57645098415502,-7.484160637446353,2.2919087803942195e-4,-8.403131247621413,3.245226533989463e-4,-8.14987655674682,2.996757203760731e-4,-8.242677411009284,19.52,0,1,1,26810.999999999985,43780.65402567387,34783.24991422787,10.196567530049501,10.686947309879702,10.456891225585043,2.9714395809849465,-1.49,-0.33,0.48,0.01
20190124,1.3139362048120368e-4,-8.937313003463728,1.252566249756861e-4,1.8088582933736285e-4,2.166125470469475e-4,2.0664510328429495e-4,2.1188831719861847e-4,3.29922593329886e-4,2.5282903290084057e-4,2.710980383222019e-4,1.1734687538851452e-4,1.421707951899407e-4,1.6531962030251064e-4,2.6048442969765426e-4,1.93436952971456e-4,2.6422878447441146e-4,4.621890485235856e-4,3.0403807527652163e-4,2.860707604696904e-4,4.0177266905466557e-4,7.52607070459061e-4,4.8511884137905615e-4,5.123764320823139e-4,-8.985145925380685,-8.617644502863689,-8.437400297803878,-8.484507712983893,-8.459451227770014,-8.01665249668559,-8.282797056950189,-8.213030037479188,-9.050376262451092,-8.858481440099274,-8.707629865065996,-8.25296746939154,-8.550558923023672,-8.238695222248126,-7.679536554641865,-8.098357616780744,-8.159271363516588,-7.819624129164623,-7.191967285138649,-7.6311166632714125,-7.57645098415502,1.8825768436858198e-4,-8.596829933360432,3.0473695744735914e-4,-8.217991985196004,2.9763845203616514e-4,-8.253726280481763,18.89,1,1,1,24631.000000000007,34089.16527702214,33786.58210085629,10.11176109118361,10.436734878971858,10.427819023389375,2.9386326815134183,0.13,-0.42,-0.01,0.01
20190125,1.1684774603842822e-4,-9.054638786524215,1.3139362048120368e-4,1.252566249756861e-4,1.8088582933736285e-4,2.166125470469475e-4,2.0664510328429495e-4,2.1188831719861847e-4,3.29922593329886e-4,2.5282903290084057e-4,2.710980383222019e-4,1.1734687538851452e-4,1.421707951899407e-4,1.6531962030251064e-4,2.6048442969765426e-4,1.93436952971456e-4,2.6422878447441146e-4,4.621890485235856e-4,3.0403807527652163e-4,2.860707604696904e-4,4.0177266905466557e-4,7.52607070459061e-4,4.8511884137905615e-4,-8.937313003463728,-8.985145925380685,-8.617644502863689,-8.437400297803878,-8.484507712983893,-8.459451227770014,-8.01665249668559,-8.282797056950189,-8.213030037479188,-9.050376262451092,-8.858481440099274,-8.707629865065996,-8.25296746939154,-8.550558923023672,-8.238695222248126,-7.679536554641865,-8.098357616780744,-8.159271363516588,-7.819624129164623,-7.191967285138649,-7.6311166632714125,1.7215874502509901e-4,-8.692402288499174,2.8516782100665563e-4,-8.284044365469521,2.956799643115923e-4,-8.264105001316189,17.42,1,1,1,28394.000000000004,30474.475817700957,33083.569393985774,10.25393313422352,10.324644753797966,10.406792045190453,2.857618971424357,0.25,0.6,-0.14,0.01
20190128,8.40387592039437e-5,-9.384232446447449,1.1684774603842818e-4,1.3139362048120368e-4,1.252566249756861e-4,1.8088582933736285e-4,2.166125470469475e-4,2.0664510328429495e-4,2.1188831719861847e-4,3.29922593329886e-4,2.5282903290084057e-4,2.710980383222019e-4,1.1734687538851452e-4,1.421707951899407e-4,1.6531962030251064e-4,2.6048442969765426e-4,1.93436952971456e-4,2.6422878447441146e-4,4.621890485235856e-4,3.0403807527652163e-4,2.860707604696904e-4,4.0177266905466557e-4,7.52607070459061e-4,-9.054638786524215,-8.937313003463728,-8.985145925380685,-8.617644502863689,-8.437400297803878,-8.484507712983893,-8.459451227770014,-8.01665249668559,-8.282797056950189,-8.213030037479188,-9.050376262451092,-8.858481440099274,-8.707629865065996,-8.25296746939154,-8.550558923023672,-8.238695222248126,-7.679536554641865,-8.098357616780744,-8.159271363516588,-7.819624129164623,-7.191967285138649,1.5419927357592566e-4,-8.80642850320724,2.6718924436829717e-4,-8.351234720122665,2.9455420182111205e-4,-8.271562222437618,18.87,1,1,1,28261.000000000022,28284.132406889275,33094.840976483974,10.249238041316636,10.250056234048532,10.407132687479807,2.9375733593804587,0.95,0.47,-0.36,0.01
20190129,1.4177560639996317e-4,-8.8612649868738,8.403875920394363e-5,1.1684774603842818e-4,1.3139362048120368e-4,1.252566249756861e-4,1.8088582933736285e-4,2.166125470469475e-4,2.0664510328429495e-4,2.1188831719861847e-4,3.29922593329886e-4,2.5282903290084057e-4,2.710980383222019e-4,1.1734687538851452e-4,1.421707951899407e-4,1.6531962030251064e-4,2.6048442969765426e-4,1.93436952971456e-4,2.6422878447441146e-4,4.621890485235856e-4,3.0403807527652163e-4,2.860707604696904e-4,4.0177266905466557e-4,-9.384232446447449,-9.054638786524215,-8.937313003463728,-8.985145925380685,-8.617644502863689,-8.437400297803878,-8.484507712983893,-8.459451227770014,-8.01665249668559,-8.282797056950189,-8.213030037479188,-9.050376262451092,-8.858481440099274,-8.707629865065996,-8.25296746939154,-8.550558923023672,-8.238695222248126,-7.679536554641865,-8.098357616780744,-8.159271363516588,-7.819624129164623,1.276845160073249e-4,-8.995794932935953,2.4895833154215573e-4,-8.430921801176122,2.918431624578052e-4,-8.288846340555494,19.13,0,1,1,24996.999999999978,26571.70425261498,32244.3686502036,10.126511096649761,10.187602178684617,10.381098691479295,2.9512577834521614,-0.75,0.17,0.47,0.01
20190130,1.573387006530073e-4,-8.757109747308746,1.4177560639996322e-4,8.403875920394363e-5,1.1684774603842818e-4,1.3139362048120368e-4,1.252566249756861e-4,1.8088582933736285e-4,2.166125470469475e-4,2.0664510328429495e-4,2.1188831719861847e-4,3.29922593329886e-4,2.5282903290084057e-4,2.710980383222019e-4,1.1734687538851452e-4,1.421707951899407e-4,1.6531962030251064e-4,2.6048442969765426e-4,1.93436952971456e-4,2.6422878447441146e-4,4.621890485235856e-4,3.0403807527652163e-4,2.860707604696904e-4,-8.8612649868738,-9.384232446447449,-9.054638786524215,-8.937313003463728,-8.985145925380685,-8.617644502863689,-8.437400297803878,-8.484507712983893,-8.459451227770014,-8.01665249668559,-8.282797056950189,-8.213030037479188,-9.050376262451092,-8.858481440099274,-8.707629865065996,-8.25296746939154,-8.550558923023672,-8.238695222248126,-7.679536554641865,-8.098357616780744,-8.159271363516588,1.1986247141984496e-4,-9.044519029737975,2.211932649940149e-4,-8.506798969436812,2.8573012591563305e-4,-8.30925502526331,17.66,0,1,1,29013.000000000022,26994.502942923973,31831.730542278783,10.275499284385074,10.20338852955173,10.368218887075924,2.8713021951758138,-0.17,0.03,0.47,0.01
20190131,1.4248926536439215e-4,-8.85624389186927,1.573387006530074e-4,1.4177560639996322e-4,8.403875920394363e-5,1.1684774603842818e-4,1.3139362048120368e-4,1.252566249756861e-4,1.8088582933736285e-4,2.166125470469475e-4,2.0664510328429495e-4,2.1188831719861847e-4,3.29922593329886e-4,2.5282903290084057e-4,2.710980383222019e-4,1.1734687538851452e-4,1.421707951899407e-4,1.6531962030251064e-4,2.6048442969765426e-4,1.93436952971456e-4,2.6422878447441146e-4,4.621890485235856e-4,3.0403807527652163e-4,-8.757109747308746,-8.8612649868738,-9.384232446447449,-9.054638786524215,-8.937313003463728,-8.985145925380685,-8.617644502863689,-8.437400297803878,-8.484507712983893,-8.459451227770014,-8.01665249668559,-8.282797056950189,-8.213030037479188,-9.050376262451092,-8.858481440099274,-8.707629865065996,-8.25296746939154,-8.550558923023672,-8.238695222248126,-7.679536554641865,-8.098357616780744,1.262788865553092e-4,-8.998911794123588,2.100826300666668e-4,-8.549411952079726,2.834506562957347e-4,-8.3194216379675,16.57,0,0,1,53213.00000000003,31490.71163468262,32519.899295358486,10.88205800638073,10.357447912591155,10.389607466958259,2.8075938314384716,1.48,-0.35,-1.14,0.01
20190201,8.693219177552771e-5,-9.350382148082579,1.4248926536439223e-4,1.573387006530074e-4,1.4177560639996322e-4,8.403875920394363e-5,1.1684774603842818e-4,1.3139362048120368e-4,1.252566249756861e-4,1.8088582933736285e-4,2.166125470469475e-4,2.0664510328429495e-4,2.1188831719861847e-4,3.29922593329886e-4,2.5282903290084057e-4,2.710980383222019e-4,1.1734687538851452e-4,1.421707951899407e-4,1.6531962030251064e-4,2.6048442969765426e-4,1.93436952971456e-4,2.6422878447441146e-4,4.621890485235856e-4,-8.85624389186927,-8.757109747308746,-8.8612649868738,-9.384232446447449,-9.054638786524215,-8.937313003463728,-8.985145925380685,-8.617644502863689,-8.437400297803878,-8.484507712983893,-8.459451227770014,-8.01665249668559,-8.282797056950189,-8.213030037479188,-9.050376262451092,-8.858481440099274,-8.707629865065996,-8.25296746939154,-8.550558923023672,-8.238695222248126,-7.679536554641865,1.2849801553194693e-4,-8.982697971804695,2.0355619847097143e-4,-8.581092521550302,2.811523670335937e-4,-8.330405164846415,16.14,0,0,1,27944.999999999996,31390.481848083804,32558.88706509315,10.237993571703798,10.354260000087212,10.390805638484784,2.7813006628418027,0.86,-0.01,-0.76,0.01
20190204,9.392843370407097e-5,-9.272977409237189,8.693219177552776e-5,1.4248926536439223e-4,1.573387006530074e-4,1.4177560639996322e-4,8.403875920394363e-5,1.1684774603842818e-4,1.3139362048120368e-4,1.252566249756861e-4,1.8088582933736285e-4,2.166125470469475e-4,2.0664510328429495e-4,2.1188831719861847e-4,3.29922593329886e-4,2.5282903290084057e-4,2.710980383222019e-4,1.1734687538851452e-4,1.421707951899407e-4,1.6531962030251064e-4,2.6048442969765426e-4,1.93436952971456e-4,2.6422878447441146e-4,-9.350382148082579,-8.85624389186927,-8.757109747308746,-8.8612649868738,-9.384232446447449,-9.054638786524215,-8.937313003463728,-8.985145925380685,-8.617644502863689,-8.437400297803878,-8.484507712983893,-8.459451227770014,-8.01665249668559,-8.282797056950189,-8.213030037479188,-9.050376262451092,-8.858481440099274,-8.707629865065996,-8.25296746939154,-8.550558923023672,-8.238695222248126,1.2251490467936685e-4,-9.041846644116369,1.9368774922092624e-4,-8.638002727518566,2.755230234106309e-4,-8.35559855857585,15.73,1,0,1,30141.000000000022,31797.429171921256,32562.672889922684,10.313641650130425,10.36714072184997,10.390921907961019,2.7555697170701863,0.15,0.15,0.18,0.01
20190205,1.2716388488266797e-4,-8.970033871250664,9.392843370407093e-5,8.693219177552776e-5,1.4248926536439223e-4,1.573387006530074e-4,1.4177560639996322e-4,8.403875920394363e-5,1.1684774603842818e-4,1.3139362048120368e-4,1.252566249756861e-4,1.8088582933736285e-4,2.166125470469475e-4,2.0664510328429495e-4,2.1188831719861847e-4,3.29922593329886e-4,2.5282903290084057e-4,2.710980383222019e-4,1.1734687538851452e-4,1.421707951899407e-4,1.6531962030251064e-4,2.6048442969765426e-4,1.93436952971456e-4,-9.272977409237189,-9.350382148082579,-8.85624389186927,-8.757109747308746,-8.8612649868738,-9.384232446447449,-9.054638786524215,-8.937313003463728,-8.985145925380685,-8.617644502863689,-8.437400297803878,-8.484507712983893,-8.459451227770014,-8.01665249668559,-8.282797056950189,-8.213030037479188,-9.050376262451092,-8.858481440099274,-8.707629865065996,-8.25296746939154,-8.550558923023672,1.244928395793923e-4,-9.019595636674318,1.7694863036549376e-4,-8.7104318572729,2.712530291462205e-4,-8.376604402575719,15.57,0,0,1,24953.000000000004,31786.227243685204,32655.196400105,10.12474933443232,10.366788369406482,10.393759276714782,2.745345985845907,0.69,0.34,-0.77,0.01
